method,split,seeds,episodes_per_seed,mean_success_rate,ci95_success_rate,mean_mean_mean_abs_force_error,ci95_mean_mean_abs_force_error,mean_mean_post_shift_force_error,ci95_mean_post_shift_force_error,mean_mean_normalized_force_error,ci95_mean_normalized_force_error,mean_mean_peak_overshoot,ci95_mean_peak_overshoot,mean_mean_safety_violation_rate,ci95_mean_safety_violation_rate,mean_mean_slip_rate,ci95_mean_slip_rate,mean_mean_chatter_rate,ci95_mean_chatter_rate,mean_mean_settling_latency,ci95_mean_settling_latency,mean_mean_energy,ci95_mean_energy,mean_mean_final_progress,ci95_mean_final_progress,mean_mean_token_switches,ci95_mean_token_switches
impedance_token_policy_v4,stick_slip_cycle,8,6,0.04167,0.05346,2.30398,0.02231,1.68774,0.05533,0.16587,0.00253,1.08026,0.01399,0.00000,0.00000,0.41768,0.01908,0.01441,0.00293,5.10417,0.05978,0.78646,0.01451,0.72533,0.00229,65.64583,1.51650
impedance_token_policy_v4,stiffness_shift,8,6,0.41667,0.17461,2.58688,0.06007,0.91996,0.11958,0.21549,0.00536,1.64336,0.03094,0.00672,0.00302,0.51248,0.00740,0.01510,0.00166,5.16667,0.24694,0.77121,0.01296,0.75527,0.00562,50.68750,1.06648
impedance_token_policy_v4,surface_discontinuity,8,6,0.00000,0.00000,2.46057,0.04197,1.99018,0.05924,0.15031,0.00159,1.09309,0.01056,0.00000,0.00000,0.43618,0.00769,0.01687,0.00225,5.02083,0.04083,0.77385,0.01322,0.72346,0.00125,63.85417,0.62786
impedance_token_policy_v4,target_force_jump,8,6,0.06250,0.08593,2.41413,0.01944,2.81506,0.13355,0.13959,0.00349,1.11307,0.02049,0.00000,0.00000,0.48813,0.00832,0.01623,0.00373,5.14583,0.07402,0.72544,0.01211,0.73285,0.00193,63.18750,1.07183
impedance_token_policy_v5,actuator_saturation,8,6,0.00000,0.00000,3.26271,0.03416,3.11988,0.11072,0.19003,0.00223,1.29720,0.04790,0.00000,0.00000,0.25920,0.01749,0.01510,0.00181,6.47917,0.45128,0.74537,0.01450,0.68440,0.00371,42.12500,1.41955
impedance_token_policy_v5,combined_extreme_stress,8,6,0.00000,0.00000,3.06621,0.04496,2.94326,0.24001,0.16543,0.00244,1.31209,0.02750,0.00024,0.00048,0.23724,0.01946,0.06764,0.00684,6.02083,0.39739,0.73911,0.01885,0.67437,0.00353,50.27083,1.51461
impedance_token_policy_v5,combined_stress,8,6,0.00000,0.00000,3.04484,0.06021,2.67945,0.11186,0.18037,0.00413,1.34410,0.04404,0.00024,0.00048,0.11378,0.02350,0.04164,0.00468,5.79167,0.22892,0.69975,0.02004,0.65569,0.00427,47.85417,1.86376
impedance_token_policy_v5,contact_transition,8,6,0.00000,0.00000,2.93464,0.02960,2.65998,0.12638,0.19742,0.00272,1.16454,0.02609,0.00000,0.00000,0.25977,0.01995,0.01132,0.00166,6.27083,0.77828,0.68998,0.01305,0.67579,0.00335,39.25000,1.52347
impedance_token_policy_v5,delayed_mode_switch,8,6,0.00000,0.00000,3.14873,0.06324,2.56139,0.29849,0.18754,0.00444,1.62151,0.06411,0.00845,0.00326,0.26850,0.01239,0.01667,0.00174,6.41667,0.80964,0.72923,0.01654,0.68439,0.00145,41.41667,0.90940
impedance_token_policy_v5,friction_slip_shift,8,6,0.00000,0.00000,2.88552,0.01807,1.92686,0.11067,0.24216,0.00315,0.97485,0.01264,0.00000,0.00000,0.29915,0.01644,0.00120,0.00122,5.33333,0.30867,0.70526,0.01452,0.67920,0.00468,34.66667,1.36933
impedance_token_policy_v5,nominal_surface_tracking,8,6,0.00000,0.00000,2.99592,0.01857,2.06420,0.04630,0.24825,0.00198,0.93840,0.01012,0.00000,0.00000,0.37819,0.01164,0.00072,0.00099,5.39583,0.30829,0.71976,0.01671,0.70457,0.00191,35.00000,1.56420
impedance_token_policy_v5,sensor_noise_burst,8,6,0.00000,0.00000,3.24445,0.05719,3.01165,0.12631,0.20204,0.00200,1.18871,0.03172,0.00000,0.00000,0.30546,0.01438,0.03810,0.00452,6.52083,0.80595,0.75946,0.01787,0.69214,0.00337,41.64583,0.99436
impedance_token_policy_v5,stick_slip_cycle,8,6,0.00000,0.00000,3.02173,0.04180,2.58663,0.12742,0.21742,0.00184,0.98211,0.01997,0.00000,0.00000,0.22515,0.03018,0.00145,0.00156,6.50000,0.82132,0.69930,0.01743,0.66793,0.00294,40.60417,1.23767
impedance_token_policy_v5,stiffness_shift,8,6,0.00000,0.00000,2.99963,0.03488,1.53705,0.08298,0.24975,0.00346,1.55947,0.02396,0.00217,0.00150,0.32577,0.02311,0.01367,0.00149,5.20833,0.23709,0.72217,0.01494,0.70502,0.00369,36.18750,0.63690
impedance_token_policy_v5,surface_discontinuity,8,6,0.00000,0.00000,3.10192,0.04537,2.91728,0.09250,0.18946,0.00251,1.01368,0.01180,0.00000,0.00000,0.24538,0.01854,0.00217,0.00151,6.39583,0.43186,0.71269,0.01391,0.67799,0.00236,42.43750,0.91969
impedance_token_policy_v5,target_force_jump,8,6,0.00000,0.00000,3.13462,0.02264,3.95702,0.20769,0.18115,0.00338,1.03277,0.01629,0.00000,0.00000,0.31864,0.00995,0.00365,0.00133,8.83333,0.63259,0.71202,0.01816,0.67861,0.00311,32.77083,1.29486
learned_gain_regressor,actuator_saturation,8,6,0.18750,0.13004,2.89899,0.08678,1.08611,0.11860,0.16907,0.00440,1.58764,0.05041,0.00647,0.00347,0.61449,0.00313,0.02538,0.00353,5.31250,0.42965,0.68628,0.01402,0.83062,0.00132,0.00000,0.00000
learned_gain_regressor,combined_extreme_stress,8,6,0.81250,0.11446,3.06464,0.07560,2.89758,0.21912,0.16525,0.00316,1.59428,0.06292,0.00556,0.00253,0.57319,0.00552,0.09778,0.00947,5.79167,0.62272,0.64641,0.01333,0.80272,0.00237,0.00000,0.00000
learned_gain_regressor,combined_stress,8,6,0.83333,0.08730,3.06148,0.09006,2.19434,0.13356,0.18115,0.00543,1.71651,0.06007,0.01907,0.00890,0.57510,0.00332,0.05525,0.00634,5.33333,0.38056,0.63295,0.01664,0.79362,0.00229,0.00000,0.00000
learned_gain_regressor,contact_transition,8,6,0.37500,0.10237,2.32256,0.05187,0.94214,0.10398,0.15638,0.00446,1.41873,0.01910,0.00000,0.00000,0.60676,0.00336,0.02112,0.00372,5.14583,0.28583,0.64399,0.01199,0.82237,0.00186,0.00000,0.00000
learned_gain_regressor,delayed_mode_switch,8,6,0.29167,0.05346,2.98223,0.12112,2.88141,0.70890,0.17755,0.00771,2.03794,0.06216,0.04374,0.00471,0.59429,0.00460,0.02742,0.00426,7.47917,1.45624,0.66421,0.01396,0.82668,0.00159,0.00000,0.00000
learned_gain_regressor,friction_slip_shift,8,6,0.52083,0.13005,2.31530,0.10950,1.03360,0.08297,0.19503,0.01094,1.19529,0.01777,0.00000,0.00000,0.59720,0.00359,0.00695,0.00284,5.08333,0.12347,0.67668,0.01210,0.81978,0.00292,0.00000,0.00000
learned_gain_regressor,nominal_surface_tracking,8,6,0.00000,0.00000,2.28027,0.08597,0.93721,0.03792,0.18901,0.00685,1.15692,0.00874,0.00000,0.00000,0.63254,0.00292,0.00383,0.00100,5.00000,0.00000,0.69830,0.01267,0.85125,0.00064,0.00000,0.00000
learned_gain_regressor,sensor_noise_burst,8,6,0.04167,0.05346,2.85986,0.09786,1.18486,0.09373,0.17822,0.00607,1.44561,0.02713,0.00048,0.00094,0.62056,0.00200,0.05833,0.00494,5.04167,0.08167,0.70844,0.01199,0.83989,0.00125,0.00000,0.00000
learned_gain_regressor,stick_slip_cycle,8,6,0.83333,0.06173,2.21524,0.07736,1.06062,0.04275,0.15957,0.00588,1.20559,0.01428,0.00000,0.00000,0.59014,0.00258,0.02087,0.00504,5.00000,0.00000,0.65896,0.01206,0.81317,0.00307,0.00000,0.00000
learned_gain_regressor,stiffness_shift,8,6,0.00000,0.00000,3.01766,0.09230,0.82085,0.11873,0.25136,0.00781,1.90995,0.01923,0.03687,0.00392,0.63293,0.00301,0.00695,0.00225,5.70833,0.51187,0.70141,0.01700,0.84638,0.00071,0.00000,0.00000
learned_gain_regressor,surface_discontinuity,8,6,0.56250,0.15043,2.31273,0.07019,1.04745,0.10191,0.14120,0.00249,1.29154,0.03639,0.00000,0.00000,0.60162,0.00339,0.02930,0.00309,5.18750,0.21772,0.64899,0.01505,0.82055,0.00126,0.00000,0.00000
learned_gain_regressor,target_force_jump,8,6,0.08334,0.06174,2.19745,0.03514,1.67635,0.06311,0.12707,0.00374,1.23684,0.02029,0.00000,0.00000,0.62184,0.00187,0.02230,0.00343,5.00000,0.00000,0.61742,0.01300,0.83066,0.00147,0.00000,0.00000
oracle_impedance,actuator_saturation,8,6,0.54167,0.13455,1.74642,0.02654,0.88539,0.05984,0.10174,0.00158,1.59109,0.06131,0.00516,0.00238,0.60068,0.00413,0.03030,0.00486,5.04167,0.08167,0.82293,0.01255,0.82974,0.00142,0.00000,0.00000
oracle_impedance,combined_extreme_stress,8,6,0.93750,0.08593,1.90951,0.02976,1.64008,0.12421,0.10313,0.00248,1.49825,0.04892,0.00188,0.00156,0.48781,0.01705,0.14575,0.01385,5.02083,0.04083,0.82015,0.01854,0.78443,0.00337,0.00000,0.00000
oracle_impedance,combined_stress,8,6,0.87500,0.08167,1.81352,0.05187,1.08389,0.07192,0.10748,0.00374,1.66573,0.08429,0.00822,0.00374,0.51504,0.01865,0.08884,0.00555,5.02083,0.04083,0.79383,0.01787,0.77635,0.00259,0.00000,0.00000
oracle_impedance,contact_transition,8,6,0.47917,0.09638,1.54279,0.02408,0.65813,0.03155,0.10376,0.00171,1.42567,0.02597,0.00023,0.00046,0.59440,0.00315,0.02910,0.00519,5.00000,0.00000,0.75010,0.01042,0.81838,0.00244,0.00000,0.00000
oracle_impedance,delayed_mode_switch,8,6,0.56250,0.08593,1.83722,0.05851,1.53460,0.27575,0.10937,0.00367,1.99727,0.07851,0.02262,0.00366,0.56329,0.00572,0.03865,0.00880,5.50000,0.32667,0.81403,0.01812,0.81977,0.00251,0.00000,0.00000
oracle_impedance,friction_slip_shift,8,6,0.70833,0.18261,1.40106,0.02478,0.48029,0.04240,0.11790,0.00330,1.16612,0.02180,0.00000,0.00000,0.58881,0.00456,0.01366,0.00268,5.00000,0.00000,0.78459,0.01810,0.80973,0.00302,0.00000,0.00000
oracle_impedance,nominal_surface_tracking,8,6,0.06250,0.05978,1.31520,0.01970,0.38328,0.01306,0.10909,0.00245,1.12076,0.00966,0.00000,0.00000,0.62228,0.00454,0.00236,0.00168,5.00000,0.00000,0.80246,0.00729,0.85473,0.00058,0.00000,0.00000
oracle_impedance,sensor_noise_burst,8,6,0.35417,0.16836,1.69043,0.01992,0.67343,0.02770,0.10524,0.00084,1.40344,0.03458,0.00070,0.00097,0.60796,0.00437,0.06438,0.00593,5.00000,0.00000,0.82321,0.00947,0.84104,0.00118,0.00000,0.00000
oracle_impedance,stick_slip_cycle,8,6,0.81250,0.13004,1.42824,0.01099,0.57463,0.03377,0.10282,0.00162,1.18556,0.02681,0.00000,0.00000,0.58270,0.00583,0.02530,0.00334,5.00000,0.00000,0.77548,0.01176,0.80281,0.00328,0.00000,0.00000
oracle_impedance,stiffness_shift,8,6,0.10417,0.05978,1.77989,0.04588,0.53510,0.05308,0.14835,0.00379,1.93328,0.03752,0.02133,0.00139,0.61353,0.00382,0.01102,0.00084,5.12500,0.17186,0.86006,0.01520,0.85026,0.00079,0.00000,0.00000
oracle_impedance,surface_discontinuity,8,6,0.85417,0.07402,1.43953,0.02255,0.91167,0.03785,0.08797,0.00161,1.15600,0.01594,0.00000,0.00000,0.58449,0.00337,0.03444,0.00471,5.00000,0.00000,0.77104,0.01452,0.81526,0.00248,0.00000,0.00000
oracle_impedance,target_force_jump,8,6,0.31250,0.15663,1.51410,0.02123,1.20031,0.08649,0.08750,0.00157,1.25559,0.02784,0.00000,0.00000,0.60836,0.00434,0.02337,0.00587,5.00000,0.00000,0.69274,0.00920,0.83020,0.00180,0.00000,0.00000
random_forest_gain_regressor,actuator_saturation,8,6,0.89583,0.08593,2.90761,0.05590,0.87959,0.10734,0.16941,0.00284,1.52387,0.04814,0.00170,0.00133,0.56983,0.00687,0.02911,0.00367,5.22917,0.36490,0.61489,0.00971,0.79433,0.00179,0.00000,0.00000
random_forest_gain_regressor,combined_extreme_stress,8,6,0.93750,0.05978,3.23764,0.05079,2.11712,0.31553,0.17495,0.00403,1.66853,0.05818,0.00907,0.00423,0.52952,0.00705,0.10457,0.01182,6.97917,1.18658,0.59160,0.00610,0.76312,0.00216,0.00000,0.00000
random_forest_gain_regressor,combined_stress,8,6,0.93750,0.05978,3.06598,0.09571,1.16792,0.18155,0.18155,0.00456,1.69912,0.06248,0.01618,0.00697,0.53987,0.00552,0.06771,0.00771,5.79167,0.77291,0.57365,0.01082,0.76067,0.00192,0.00000,0.00000
random_forest_gain_regressor,contact_transition,8,6,0.89583,0.05978,2.44731,0.04633,0.66899,0.06412,0.16478,0.00388,1.37358,0.02553,0.00000,0.00000,0.56950,0.00309,0.02433,0.00426,5.10417,0.20417,0.59368,0.01015,0.79166,0.00101,0.00000,0.00000
random_forest_gain_regressor,delayed_mode_switch,8,6,0.60417,0.12250,3.22849,0.10238,2.88267,0.71298,0.19227,0.00724,1.95233,0.07512,0.03712,0.00622,0.55511,0.00670,0.02226,0.00464,8.29167,1.73598,0.60912,0.00781,0.78990,0.00132,0.00000,0.00000
random_forest_gain_regressor,friction_slip_shift,8,6,0.93750,0.05978,2.19512,0.07050,0.45683,0.05174,0.18484,0.00768,1.13118,0.02304,0.00000,0.00000,0.56008,0.00462,0.01041,0.00329,5.00000,0.00000,0.60976,0.01091,0.78983,0.00124,0.00000,0.00000
random_forest_gain_regressor,nominal_surface_tracking,8,6,0.85417,0.07402,2.15332,0.03279,0.33129,0.02079,0.17840,0.00228,1.08167,0.01086,0.00000,0.00000,0.57910,0.00494,0.00413,0.00133,5.00000,0.00000,0.62359,0.00856,0.80840,0.00145,0.00000,0.00000
random_forest_gain_regressor,sensor_noise_burst,8,6,0.97917,0.04083,2.64384,0.05815,0.65589,0.04644,0.16472,0.00330,1.37305,0.02010,0.00049,0.00095,0.56534,0.00395,0.06148,0.00442,5.00000,0.00000,0.62072,0.01024,0.79588,0.00112,0.00000,0.00000
random_forest_gain_regressor,stick_slip_cycle,8,6,1.00000,0.00000,2.19113,0.03838,0.58370,0.05930,0.15782,0.00386,1.13890,0.02476,0.00000,0.00000,0.55509,0.00436,0.02383,0.00329,5.00000,0.00000,0.59607,0.00997,0.78305,0.00145,0.00000,0.00000
random_forest_gain_regressor,stiffness_shift,8,6,0.06250,0.05978,3.24977,0.06447,0.93586,0.13101,0.27084,0.00667,1.82746,0.02338,0.03152,0.00296,0.57141,0.00590,0.01140,0.00152,6.27083,0.71179,0.61803,0.00854,0.79753,0.00145,0.00000,0.00000
random_forest_gain_regressor,surface_discontinuity,8,6,0.93750,0.05978,2.56064,0.04323,0.93953,0.08847,0.15646,0.00278,1.28823,0.01900,0.00000,0.00000,0.56104,0.00721,0.02704,0.00290,5.10417,0.16260,0.59978,0.00880,0.78797,0.00155,0.00000,0.00000
random_forest_gain_regressor,target_force_jump,8,6,0.89583,0.05978,2.21069,0.04712,1.24933,0.15540,0.12780,0.00372,1.21965,0.01854,0.00000,0.00000,0.57435,0.00368,0.02429,0.00384,5.00000,0.00000,0.57995,0.00928,0.79485,0.00110,0.00000,0.00000
risk_averse_impedance,actuator_saturation,8,6,0.00000,0.00000,3.97374,0.03253,2.91762,0.11175,0.23156,0.00225,1.28203,0.04098,0.00000,0.00000,0.04929,0.00947,0.01541,0.00205,5.68750,0.34614,0.39528,0.00578,0.58785,0.00137,0.00000,0.00000
risk_averse_impedance,combined_extreme_stress,8,6,0.00000,0.00000,3.75196,0.04302,3.03113,0.26298,0.20254,0.00318,1.21758,0.03212,0.00000,0.00000,0.00303,0.00351,0.06184,0.00619,5.54167,0.26009,0.37209,0.00593,0.55847,0.00268,0.00000,0.00000
risk_averse_impedance,combined_stress,8,6,0.00000,0.00000,3.70806,0.06108,2.66131,0.10041,0.21965,0.00442,1.31515,0.05965,0.00000,0.00000,0.00000,0.00000,0.03855,0.00481,5.41667,0.16333,0.35812,0.00654,0.54962,0.00225,0.00000,0.00000
risk_averse_impedance,contact_transition,8,6,0.00000,0.00000,3.56515,0.02809,2.45617,0.11218,0.23986,0.00313,1.16162,0.02135,0.00000,0.00000,0.01204,0.00705,0.01278,0.00181,5.62500,0.11955,0.37653,0.00480,0.58003,0.00190,0.00000,0.00000
risk_averse_impedance,delayed_mode_switch,8,6,0.00000,0.00000,3.81529,0.05601,2.36034,0.28405,0.22727,0.00500,1.62208,0.06446,0.00752,0.00353,0.04850,0.01492,0.01982,0.00202,6.20833,0.72980,0.38444,0.00634,0.58461,0.00178,0.00000,0.00000
risk_averse_impedance,friction_slip_shift,8,6,0.00000,0.00000,3.55682,0.02846,1.78905,0.10526,0.29864,0.00515,0.96073,0.01699,0.00000,0.00000,0.00225,0.00308,0.00100,0.00105,5.06250,0.05978,0.38775,0.00779,0.57864,0.00271,0.00000,0.00000
risk_averse_impedance,nominal_surface_tracking,8,6,0.00000,0.00000,3.67166,0.02258,1.91607,0.03818,0.30429,0.00368,0.91331,0.00928,0.00000,0.00000,0.20218,0.00503,0.00000,0.00000,5.06250,0.05978,0.40302,0.00712,0.60745,0.00072,0.00000,0.00000
risk_averse_impedance,sensor_noise_burst,8,6,0.00000,0.00000,3.97706,0.05670,2.80340,0.08020,0.24781,0.00138,1.18978,0.03307,0.00000,0.00000,0.12706,0.01223,0.03624,0.00372,5.56250,0.24645,0.40606,0.00634,0.59708,0.00093,0.00000,0.00000
risk_averse_impedance,stick_slip_cycle,8,6,0.00000,0.00000,3.64638,0.02937,2.44788,0.11472,0.26249,0.00321,0.96703,0.02140,0.00000,0.00000,0.00099,0.00195,0.00176,0.00138,5.91667,0.43214,0.37758,0.00572,0.57314,0.00270,0.00000,0.00000
risk_averse_impedance,stiffness_shift,8,6,0.00000,0.00000,3.73947,0.06105,1.42782,0.08594,0.31144,0.00552,1.54071,0.02390,0.00200,0.00149,0.17950,0.00439,0.01319,0.00104,5.16667,0.20475,0.40219,0.00962,0.60160,0.00091,0.00000,0.00000
risk_averse_impedance,surface_discontinuity,8,6,0.00000,0.00000,3.80657,0.04245,2.78244,0.06330,0.23252,0.00167,0.98544,0.00973,0.00000,0.00000,0.00452,0.00457,0.00201,0.00106,5.58333,0.20475,0.37830,0.00677,0.57810,0.00136,0.00000,0.00000
risk_averse_impedance,target_force_jump,8,6,0.00000,0.00000,3.60195,0.01727,3.74997,0.21431,0.20823,0.00422,1.03427,0.01822,0.00000,0.00000,0.07732,0.01261,0.00483,0.00129,8.79167,0.64082,0.36367,0.00587,0.58894,0.00148,0.00000,0.00000
robust_mpc_impedance,actuator_saturation,8,6,0.00000,0.00000,3.71091,0.05912,1.94805,0.10084,0.21619,0.00274,1.37853,0.04217,0.00000,0.00000,0.38974,0.00812,0.02054,0.00218,5.08333,0.08731,0.36683,0.00542,0.67375,0.00062,0.00000,0.00000
robust_mpc_impedance,combined_extreme_stress,8,6,0.00000,0.00000,3.51996,0.04710,2.23805,0.21961,0.19001,0.00293,1.33550,0.04512,0.00051,0.00101,0.34367,0.00828,0.08663,0.01078,5.20833,0.11955,0.35067,0.00420,0.64907,0.00180,0.00000,0.00000
robust_mpc_impedance,combined_stress,8,6,0.00000,0.00000,3.49434,0.07538,1.78760,0.11709,0.20699,0.00505,1.41783,0.05068,0.00127,0.00150,0.30455,0.01994,0.05134,0.00721,5.08333,0.06174,0.34272,0.00552,0.65004,0.00114,0.00000,0.00000
robust_mpc_impedance,contact_transition,8,6,0.00000,0.00000,3.28499,0.03026,1.57672,0.11243,0.22105,0.00323,1.24768,0.02442,0.00000,0.00000,0.39738,0.00714,0.01607,0.00306,5.04167,0.05346,0.35512,0.00450,0.67195,0.00066,0.00000,0.00000
robust_mpc_impedance,delayed_mode_switch,8,6,0.00000,0.00000,3.67086,0.05572,1.97410,0.29057,0.21868,0.00531,1.73906,0.06870,0.01686,0.00468,0.39520,0.00833,0.02404,0.00354,5.89583,0.60782,0.35847,0.00520,0.66980,0.00103,0.00000,0.00000
robust_mpc_impedance,friction_slip_shift,8,6,0.00000,0.00000,3.18917,0.02643,1.04274,0.09614,0.26791,0.00532,1.02924,0.01300,0.00000,0.00000,0.38105,0.01148,0.00406,0.00168,5.00000,0.00000,0.36208,0.00593,0.66940,0.00103,0.00000,0.00000
robust_mpc_impedance,nominal_surface_tracking,8,6,0.00000,0.00000,3.27708,0.02369,1.11960,0.03122,0.27160,0.00369,0.98393,0.00906,0.00000,0.00000,0.42950,0.00432,0.00076,0.00104,5.00000,0.00000,0.37042,0.00600,0.68527,0.00032,0.00000,0.00000
robust_mpc_impedance,sensor_noise_burst,8,6,0.00000,0.00000,3.63891,0.04633,1.84878,0.08702,0.22673,0.00130,1.24973,0.01215,0.00000,0.00000,0.40523,0.00767,0.04927,0.00456,5.04167,0.05346,0.37359,0.00486,0.67881,0.00047,0.00000,0.00000
robust_mpc_impedance,stick_slip_cycle,8,6,0.00000,0.00000,3.26203,0.02860,1.59093,0.10513,0.23482,0.00298,1.03471,0.01667,0.00000,0.00000,0.36254,0.00952,0.00664,0.00281,5.10417,0.08593,0.35475,0.00510,0.66274,0.00132,0.00000,0.00000
robust_mpc_impedance,stiffness_shift,8,6,0.00000,0.00000,3.65537,0.05957,0.85968,0.07301,0.30456,0.00670,1.64597,0.02103,0.00914,0.00213,0.41734,0.00674,0.01546,0.00236,5.31250,0.31136,0.37081,0.00776,0.68209,0.00031,0.00000,0.00000
robust_mpc_impedance,surface_discontinuity,8,6,0.00000,0.00000,3.42291,0.04402,1.85940,0.06826,0.20913,0.00177,1.05613,0.01313,0.00000,0.00000,0.39523,0.00605,0.00997,0.00288,5.08333,0.08731,0.35644,0.00561,0.67047,0.00062,0.00000,0.00000
robust_mpc_impedance,target_force_jump,8,6,0.00000,0.00000,3.25735,0.02162,2.83084,0.21206,0.18832,0.00386,1.10824,0.01997,0.00000,0.00000,0.43011,0.00763,0.00960,0.00353,6.27083,0.28248,0.34706,0.00507,0.67576,0.00069,0.00000,0.00000
token_no_memory_ablation,actuator_saturation,8,6,0.97917,0.04083,2.88733,0.03642,1.42485,0.08125,0.16819,0.00158,1.41970,0.05353,0.00024,0.00048,0.50660,0.00561,0.02578,0.00190,5.04167,0.08167,0.55575,0.00809,0.75755,0.00089,14.18750,1.28674
token_no_memory_ablation,combined_extreme_stress,8,6,0.14583,0.11446,2.89384,0.02780,1.93356,0.18113,0.15617,0.00153,1.43433,0.03629,0.00123,0.00125,0.46126,0.00854,0.10756,0.00699,5.02083,0.04083,0.53092,0.00964,0.72682,0.00274,15.58333,0.81667
token_no_memory_ablation,combined_stress,8,6,0.02083,0.04083,2.78736,0.05583,1.33864,0.11894,0.16509,0.00356,1.50193,0.05017,0.00245,0.00174,0.45731,0.00867,0.06463,0.00738,5.10417,0.20417,0.51011,0.00406,0.72126,0.00239,15.45833,0.90888
token_no_memory_ablation,contact_transition,8,6,0.83333,0.08730,2.57801,0.02575,1.12229,0.08119,0.17353,0.00276,1.26452,0.02181,0.00000,0.00000,0.48124,0.01473,0.02079,0.00228,5.00000,0.00000,0.53163,0.00730,0.74562,0.00333,11.56250,0.62023
token_no_memory_ablation,delayed_mode_switch,8,6,0.70833,0.13455,2.94583,0.03955,1.84396,0.29960,0.17544,0.00350,1.81375,0.07154,0.01713,0.00401,0.48984,0.00754,0.02767,0.00294,5.95833,0.64968,0.55117,0.00910,0.75013,0.00286,14.91667,1.17457
token_no_memory_ablation,friction_slip_shift,8,6,0.68750,0.13004,2.46751,0.02370,0.73001,0.06436,0.20737,0.00375,1.05468,0.02264,0.00000,0.00000,0.48342,0.01131,0.00657,0.00238,5.00000,0.00000,0.54364,0.00868,0.74430,0.00349,9.37500,0.71128
token_no_memory_ablation,nominal_surface_tracking,8,6,0.93750,0.05978,2.54446,0.01315,0.76382,0.03006,0.21093,0.00257,1.00985,0.00922,0.00000,0.00000,0.51130,0.00777,0.00097,0.00102,5.00000,0.00000,0.56764,0.00870,0.77148,0.00115,9.85417,0.62482
token_no_memory_ablation,sensor_noise_burst,8,6,1.00000,0.00000,2.82044,0.04295,1.31231,0.09060,0.17566,0.00111,1.30024,0.03654,0.00000,0.00000,0.51505,0.01044,0.05679,0.00515,5.02083,0.04083,0.56699,0.00917,0.76525,0.00133,11.97917,1.00389
token_no_memory_ablation,stick_slip_cycle,8,6,0.47917,0.13005,2.50616,0.03908,1.12875,0.08527,0.18031,0.00291,1.06590,0.02636,0.00000,0.00000,0.47990,0.01102,0.01247,0.00261,5.00000,0.00000,0.52905,0.00754,0.73958,0.00324,9.02083,0.71312
token_no_memory_ablation,stiffness_shift,8,6,0.37500,0.10238,2.85776,0.03522,0.61335,0.06150,0.23808,0.00462,1.69069,0.02723,0.00997,0.00254,0.51896,0.00629,0.01581,0.00169,5.18750,0.25779,0.57067,0.01294,0.76989,0.00132,15.95833,0.61657
token_no_memory_ablation,surface_discontinuity,8,6,0.91667,0.06174,2.61187,0.02017,1.30567,0.05354,0.15966,0.00259,1.11383,0.01691,0.00000,0.00000,0.49155,0.00915,0.01737,0.00312,5.00000,0.00000,0.53040,0.00850,0.74791,0.00198,13.10417,0.58870
token_no_memory_ablation,target_force_jump,8,6,0.85417,0.14395,2.60425,0.02397,2.14241,0.18851,0.15053,0.00248,1.10654,0.01544,0.00000,0.00000,0.48787,0.00972,0.01334,0.00334,5.08333,0.06174,0.52128,0.00863,0.74990,0.00267,7.27083,0.48976
