method,split,seed,episode,stress_level,success,contact_ratio,mean_abs_force_error,post_shift_force_error,normalized_force_error,peak_overshoot,max_penetration,safety_violation_rate,slip_rate,chatter_rate,chatter_crossings,settling_latency,energy,work,final_progress,final_k_est,final_mu_est,token_switches,trajectory_samples
impedance_token_policy_v4,combined_extreme_stress,5,2001,0.50,0,0.89583,2.31417,1.36391,0.15105,1.16950,0.02953,0.00000,0.47674,0.10465,9,5,0.78884,-0.10076,0.72995,716.47759,0.34417,63,0:x-0.117:y-0.435:f0.05:tf10.75:p0.0000:tok1;15:x0.022:y-0.429:f8.22:tf10.75:p0.0218:tok7;30:x0.025:y-0.366:f8.97:tf10.75:p0.0247:tok5;45:x0.024:y-0.248:f9.80:tf10.75:p0.0241:tok6;60:x0.023:y-0.117:f11.09:tf10.75:p0.0234:tok4;75:x0.032:y0.021:f17.73:tf15.32:p0.0228:tok4;90:x0.030:y0.149:f15.92:tf15.32:p0.0207:tok2;95:x0.030:y0.190:f14.78:tf15.32:p0.0208:tok6
impedance_token_policy_v5,combined_extreme_stress,5,2001,0.50,0,0.89583,2.89791,1.60942,0.18915,1.32641,0.03320,0.00000,0.32558,0.03488,3,5,0.80436,-0.13630,0.69758,696.63556,0.34417,46,0:x-0.122:y-0.425:f0.00:tf10.75:p0.0000:tok1;15:x0.019:y-0.420:f8.10:tf10.75:p0.0193:tok5;30:x0.023:y-0.359:f8.82:tf10.75:p0.0232:tok6;45:x0.023:y-0.260:f8.74:tf10.75:p0.0232:tok4;60:x0.025:y-0.140:f9.63:tf10.75:p0.0255:tok4;75:x0.033:y0.003:f17.06:tf15.32:p0.0238:tok4;90:x0.028:y0.130:f14.06:tf15.32:p0.0193:tok4;95:x0.028:y0.164:f13.93:tf15.32:p0.0188:tok6
oracle_impedance,combined_extreme_stress,5,2001,0.50,1,0.91667,1.82241,1.48413,0.11895,1.32957,0.03508,0.00000,0.56818,0.12500,11,8,0.79131,-0.14830,0.81475,712.39696,0.34401,0,0:x-0.115:y-0.436:f0.47:tf10.75:p0.0000:tok-1;15:x0.029:y-0.424:f11.56:tf10.75:p0.0286:tok-1;30:x0.029:y-0.342:f11.06:tf10.75:p0.0290:tok-1;45:x0.029:y-0.205:f11.89:tf10.75:p0.0291:tok-1;60:x0.029:y-0.051:f11.80:tf10.75:p0.0292:tok-1;75:x0.033:y0.106:f18.10:tf15.32:p0.0238:tok-1;90:x0.030:y0.234:f15.75:tf15.32:p0.0215:tok-1;95:x0.030:y0.265:f16.94:tf15.32:p0.0214:tok-1
gain_scheduled_impedance,combined_extreme_stress,5,2002,0.50,1,0.90625,2.59325,1.64017,0.15739,1.47618,0.04276,0.00000,0.59770,0.12644,11,5,0.83219,-0.12936,0.84228,505.32074,0.34381,0,0:x-0.128:y-0.443:f0.00:tf11.56:p0.0000:tok-1;15:x0.028:y-0.434:f8.34:tf11.56:p0.0280:tok-1;30:x0.037:y-0.352:f10.49:tf11.56:p0.0374:tok-1;45:x0.041:y-0.216:f11.79:tf11.56:p0.0413:tok-1;60:x0.043:y-0.055:f12.89:tf11.56:p0.0427:tok-1;75:x0.043:y0.113:f17.94:tf16.48:p0.0343:tok-1;90:x0.042:y0.255:f17.62:tf16.48:p0.0334:tok-1;95:x0.042:y0.288:f16.84:tf16.48:p0.0326:tok-1
adaptive_impedance_control,combined_extreme_stress,5,2002,0.50,1,0.92708,2.24902,2.22075,0.13649,1.62008,0.04362,0.00000,0.52809,0.10112,9,5,0.95716,-0.17604,0.82461,508.81174,0.34371,0,0:x-0.117:y-0.419:f0.75:tf11.56:p0.0000:tok-1;15:x0.032:y-0.409:f7.50:tf11.56:p0.0322:tok-1;30:x0.040:y-0.339:f11.32:tf11.56:p0.0398:tok-1;45:x0.042:y-0.217:f11.96:tf11.56:p0.0421:tok-1;60:x0.044:y-0.065:f11.90:tf11.56:p0.0435:tok-1;75:x0.045:y0.099:f19.64:tf16.48:p0.0356:tok-1;90:x0.043:y0.240:f18.41:tf16.48:p0.0345:tok-1;95:x0.042:y0.273:f17.60:tf16.48:p0.0329:tok-1
robust_mpc_impedance,combined_extreme_stress,5,2002,0.50,0,0.85417,3.83894,0.62078,0.23299,1.37698,0.03936,0.00000,0.32927,0.07317,6,5,0.36794,-0.03837,0.66364,497.22550,0.34383,0,0:x-0.118:y-0.415:f0.49:tf11.56:p0.0000:tok-1;15:x0.006:y-0.415:f5.67:tf11.56:p0.0064:tok-1;30:x0.026:y-0.377:f7.18:tf11.56:p0.0263:tok-1;45:x0.033:y-0.289:f8.76:tf11.56:p0.0335:tok-1;60:x0.038:y-0.170:f6.71:tf11.56:p0.0375:tok-1;75:x0.041:y-0.033:f17.77:tf16.48:p0.0317:tok-1;90:x0.040:y0.098:f15.97:tf16.48:p0.0314:tok-1;95:x0.040:y0.134:f15.56:tf16.48:p0.0306:tok-1
learned_gain_regressor,combined_extreme_stress,5,2002,0.50,1,0.90625,3.26649,2.98502,0.19825,1.54190,0.04453,0.00000,0.56322,0.04598,4,6,0.71740,-0.17414,0.82202,494.59859,0.34365,0,0:x-0.119:y-0.424:f0.00:tf11.56:p0.0000:tok-1;15:x0.023:y-0.415:f7.20:tf11.56:p0.0229:tok-1;30:x0.034:y-0.337:f8.85:tf11.56:p0.0344:tok-1;45:x0.040:y-0.204:f10.63:tf11.56:p0.0398:tok-1;60:x0.043:y-0.049:f8.03:tf11.56:p0.0428:tok-1;75:x0.044:y0.108:f19.55:tf16.48:p0.0349:tok-1;90:x0.047:y0.241:f18.76:tf16.48:p0.0377:tok-1;95:x0.046:y0.271:f18.25:tf16.48:p0.0375:tok-1
random_forest_gain_regressor,combined_extreme_stress,5,2002,0.50,1,0.88542,3.62360,2.76142,0.21992,1.68937,0.04319,0.00000,0.57647,0.08235,7,12,0.56904,-0.16887,0.77576,510.15429,0.34374,0,0:x-0.118:y-0.449:f1.10:tf11.56:p0.0000:tok-1;15:x0.015:y-0.446:f5.10:tf11.56:p0.0152:tok-1;30:x0.031:y-0.378:f8.39:tf11.56:p0.0309:tok-1;45:x0.039:y-0.253:f11.16:tf11.56:p0.0388:tok-1;60:x0.042:y-0.103:f11.32:tf11.56:p0.0422:tok-1;75:x0.045:y0.054:f19.21:tf16.48:p0.0357:tok-1;90:x0.044:y0.195:f17.57:tf16.48:p0.0349:tok-1;95:x0.042:y0.231:f17.93:tf16.48:p0.0333:tok-1
hist_gradient_gain_regressor,combined_extreme_stress,5,2002,0.50,1,0.89583,3.36574,2.45086,0.20427,1.47550,0.04127,0.00000,0.56977,0.09302,8,10,0.61329,-0.15942,0.80796,502.17770,0.34372,0,0:x-0.112:y-0.434:f0.74:tf11.56:p0.0000:tok-1;15:x0.018:y-0.427:f6.34:tf11.56:p0.0179:tok-1;30:x0.032:y-0.349:f8.68:tf11.56:p0.0319:tok-1;45:x0.038:y-0.220:f10.76:tf11.56:p0.0384:tok-1;60:x0.041:y-0.070:f10.71:tf11.56:p0.0407:tok-1;75:x0.044:y0.088:f18.71:tf16.48:p0.0346:tok-1;90:x0.044:y0.225:f18.50:tf16.48:p0.0346:tok-1;95:x0.043:y0.259:f17.22:tf16.48:p0.0336:tok-1
ensemble_uncertainty_gain,combined_extreme_stress,5,2002,0.50,1,0.89583,3.55587,2.80822,0.21581,1.56622,0.04338,0.00000,0.53488,0.05814,5,12,0.59430,-0.15140,0.80184,501.99309,0.34369,0,0:x-0.111:y-0.416:f0.71:tf11.56:p0.0000:tok-1;15:x0.018:y-0.411:f6.46:tf11.56:p0.0181:tok-1;30:x0.031:y-0.343:f9.09:tf11.56:p0.0314:tok-1;45:x0.038:y-0.220:f9.62:tf11.56:p0.0382:tok-1;60:x0.041:y-0.071:f11.22:tf11.56:p0.0415:tok-1;75:x0.045:y0.086:f19.55:tf16.48:p0.0355:tok-1;90:x0.044:y0.220:f18.64:tf16.48:p0.0353:tok-1;95:x0.043:y0.253:f16.01:tf16.48:p0.0341:tok-1
risk_averse_impedance,combined_extreme_stress,5,2002,0.50,0,0.87500,4.00804,1.19237,0.24325,1.24762,0.03636,0.00000,0.00000,0.04762,4,5,0.36304,-0.05773,0.58165,503.24263,0.34373,0,0:x-0.107:y-0.418:f0.00:tf11.56:p0.0000:tok-1;15:x0.012:y-0.417:f4.52:tf11.56:p0.0120:tok-1;30:x0.027:y-0.383:f7.12:tf11.56:p0.0273:tok-1;45:x0.033:y-0.309:f8.50:tf11.56:p0.0327:tok-1;60:x0.036:y-0.207:f9.98:tf11.56:p0.0363:tok-1;75:x0.038:y-0.086:f16.48:tf16.48:p0.0286:tok-1;90:x0.038:y0.031:f14.98:tf16.48:p0.0292:tok-1;95:x0.037:y0.064:f14.68:tf16.48:p0.0283:tok-1
conformal_safety_gain,combined_extreme_stress,5,2002,0.50,1,0.89583,3.09018,1.42454,0.18755,1.47298,0.04205,0.00000,0.54651,0.12791,11,5,0.62912,-0.16105,0.79830,507.46405,0.34378,0,0:x-0.115:y-0.430:f0.00:tf11.56:p0.0000:tok-1;15:x0.018:y-0.423:f6.60:tf11.56:p0.0181:tok-1;30:x0.033:y-0.352:f9.34:tf11.56:p0.0332:tok-1;45:x0.038:y-0.226:f9.64:tf11.56:p0.0382:tok-1;60:x0.041:y-0.077:f13.10:tf11.56:p0.0406:tok-1;75:x0.043:y0.080:f18.25:tf16.48:p0.0335:tok-1;90:x0.043:y0.216:f18.14:tf16.48:p0.0339:tok-1;95:x0.042:y0.250:f17.23:tf16.48:p0.0327:tok-1
impedance_token_policy_v4,combined_extreme_stress,5,2002,0.50,0,0.90625,2.78566,0.86004,0.16906,1.16226,0.03862,0.00000,0.42529,0.05747,5,5,0.77553,-0.10865,0.72142,504.44002,0.34391,57,0:x-0.120:y-0.437:f0.00:tf11.56:p0.0000:tok1;15:x0.025:y-0.430:f9.58:tf11.56:p0.0252:tok0;30:x0.034:y-0.362:f10.01:tf11.56:p0.0345:tok6;45:x0.039:y-0.251:f11.63:tf11.56:p0.0386:tok4;60:x0.035:y-0.122:f9.69:tf11.56:p0.0351:tok4;75:x0.037:y0.013:f13.76:tf16.48:p0.0280:tok4;90:x0.039:y0.141:f16.01:tf16.48:p0.0297:tok1;95:x0.039:y0.183:f13.98:tf16.48:p0.0305:tok0
impedance_token_policy_v5,combined_extreme_stress,5,2002,0.50,0,0.89583,3.06558,1.31631,0.18605,1.22174,0.03543,0.00000,0.30233,0.08140,7,5,0.77873,-0.12144,0.69188,503.98542,0.34388,50,0:x-0.120:y-0.437:f0.00:tf11.56:p0.0000:tok1;15:x0.025:y-0.430:f8.94:tf11.56:p0.0250:tok5;30:x0.034:y-0.361:f10.58:tf11.56:p0.0337:tok6;45:x0.034:y-0.254:f9.40:tf11.56:p0.0342:tok4;60:x0.035:y-0.137:f9.10:tf11.56:p0.0354:tok4;75:x0.037:y-0.004:f15.52:tf16.48:p0.0281:tok4;90:x0.037:y0.123:f15.27:tf16.48:p0.0283:tok4;95:x0.037:y0.158:f14.29:tf16.48:p0.0283:tok4
oracle_impedance,combined_extreme_stress,5,2002,0.50,1,0.92708,1.83691,0.43459,0.11148,1.59871,0.04585,0.00000,0.53933,0.10112,9,5,1.03674,-0.19845,0.81696,500.89079,0.34372,0,0:x-0.121:y-0.424:f0.00:tf11.56:p0.0000:tok-1;15:x0.046:y-0.412:f12.90:tf11.56:p0.0459:tok-1;30:x0.044:y-0.335:f12.77:tf11.56:p0.0443:tok-1;45:x0.044:y-0.202:f12.54:tf11.56:p0.0442:tok-1;60:x0.044:y-0.049:f11.52:tf11.56:p0.0438:tok-1;75:x0.040:y0.108:f16.22:tf16.48:p0.0311:tok-1;90:x0.041:y0.236:f16.20:tf16.48:p0.0325:tok-1;95:x0.041:y0.267:f16.43:tf16.48:p0.0325:tok-1
gain_scheduled_impedance,combined_extreme_stress,6,2000,0.50,1,0.91667,2.01613,0.97620,0.12241,1.31942,0.02502,0.00000,0.59091,0.17045,15,5,0.73476,-0.10518,0.84664,880.32110,0.32078,0,0:x-0.114:y-0.428:f0.00:tf11.56:p0.0000:tok-1;15:x0.022:y-0.420:f10.60:tf11.56:p0.0221:tok-1;30:x0.024:y-0.344:f10.95:tf11.56:p0.0238:tok-1;45:x0.024:y-0.212:f9.59:tf11.56:p0.0239:tok-1;60:x0.025:y-0.053:f11.45:tf11.56:p0.0249:tok-1;75:x0.024:y0.113:f13.97:tf11.56:p0.0153:tok-1;90:x0.028:y0.258:f16.28:tf16.47:p0.0186:tok-1;95:x0.028:y0.292:f17.16:tf16.47:p0.0186:tok-1
adaptive_impedance_control,combined_extreme_stress,6,2000,0.50,1,0.92708,1.95762,0.83634,0.11886,1.37335,0.02741,0.00000,0.56180,0.08989,8,5,0.99887,-0.19265,0.82912,887.34183,0.32069,0,0:x-0.122:y-0.433:f0.08:tf11.56:p0.0000:tok-1;15:x0.026:y-0.422:f12.26:tf11.56:p0.0260:tok-1;30:x0.025:y-0.347:f11.50:tf11.56:p0.0250:tok-1;45:x0.025:y-0.219:f11.59:tf11.56:p0.0253:tok-1;60:x0.026:y-0.064:f11.59:tf11.56:p0.0263:tok-1;75:x0.025:y0.099:f15.09:tf11.56:p0.0161:tok-1;90:x0.028:y0.242:f17.24:tf16.47:p0.0191:tok-1;95:x0.028:y0.277:f16.93:tf16.47:p0.0187:tok-1
robust_mpc_impedance,combined_extreme_stress,6,2000,0.50,0,0.85417,3.26585,1.34015,0.19829,1.20184,0.02390,0.00000,0.39024,0.08537,7,5,0.38123,-0.03821,0.66391,887.94456,0.32082,0,0:x-0.121:y-0.434:f0.18:tf11.56:p0.0000:tok-1;15:x0.006:y-0.434:f3.91:tf11.56:p0.0060:tok-1;30:x0.020:y-0.393:f8.95:tf11.56:p0.0203:tok-1;45:x0.023:y-0.301:f9.63:tf11.56:p0.0226:tok-1;60:x0.024:y-0.178:f11.56:tf11.56:p0.0237:tok-1;75:x0.023:y-0.039:f12.65:tf11.56:p0.0141:tok-1;90:x0.027:y0.096:f15.26:tf16.47:p0.0175:tok-1;95:x0.026:y0.134:f16.61:tf16.47:p0.0172:tok-1
learned_gain_regressor,combined_extreme_stress,6,2000,0.50,1,0.90625,2.81961,2.17117,0.17120,1.47209,0.02552,0.00000,0.59770,0.04598,4,6,0.64705,-0.15516,0.83009,887.24120,0.32081,0,0:x-0.113:y-0.426:f0.47:tf11.56:p0.0000:tok-1;15:x0.020:y-0.419:f10.11:tf11.56:p0.0197:tok-1;30:x0.023:y-0.341:f10.77:tf11.56:p0.0230:tok-1;45:x0.024:y-0.205:f11.05:tf11.56:p0.0241:tok-1;60:x0.025:y-0.049:f12.56:tf11.56:p0.0254:tok-1;75:x0.024:y0.108:f14.30:tf11.56:p0.0151:tok-1;90:x0.025:y0.245:f14.93:tf16.47:p0.0162:tok-1;95:x0.025:y0.278:f14.50:tf16.47:p0.0163:tok-1
random_forest_gain_regressor,combined_extreme_stress,6,2000,0.50,1,0.89583,2.63293,0.93617,0.15987,1.41096,0.02405,0.00000,0.53488,0.10465,9,5,0.56047,-0.13575,0.77804,885.35420,0.32072,0,0:x-0.109:y-0.435:f0.00:tf11.56:p0.0000:tok-1;15:x0.017:y-0.429:f8.45:tf11.56:p0.0169:tok-1;30:x0.023:y-0.364:f10.18:tf11.56:p0.0232:tok-1;45:x0.024:y-0.249:f10.36:tf11.56:p0.0237:tok-1;60:x0.024:y-0.105:f11.69:tf11.56:p0.0237:tok-1;75:x0.025:y0.051:f13.70:tf11.56:p0.0163:tok-1;90:x0.028:y0.194:f16.83:tf16.47:p0.0192:tok-1;95:x0.028:y0.232:f17.40:tf16.47:p0.0186:tok-1
hist_gradient_gain_regressor,combined_extreme_stress,6,2000,0.50,1,0.89583,2.55819,1.43924,0.15533,1.45969,0.02475,0.00000,0.54651,0.05814,5,5,0.64261,-0.17213,0.81416,883.55066,0.32065,0,0:x-0.117:y-0.414:f0.00:tf11.56:p0.0000:tok-1;15:x0.017:y-0.408:f7.88:tf11.56:p0.0173:tok-1;30:x0.024:y-0.338:f10.65:tf11.56:p0.0239:tok-1;45:x0.024:y-0.214:f11.66:tf11.56:p0.0242:tok-1;60:x0.025:y-0.066:f11.32:tf11.56:p0.0247:tok-1;75:x0.026:y0.091:f14.28:tf11.56:p0.0167:tok-1;90:x0.029:y0.229:f18.80:tf16.47:p0.0196:tok-1;95:x0.028:y0.264:f18.32:tf16.47:p0.0194:tok-1
ensemble_uncertainty_gain,combined_extreme_stress,6,2000,0.50,1,0.89583,2.64690,1.18064,0.16071,1.41836,0.02498,0.00000,0.55814,0.11628,10,5,0.55794,-0.12859,0.80721,881.08265,0.32079,0,0:x-0.106:y-0.430:f0.30:tf11.56:p0.0000:tok-1;15:x0.017:y-0.423:f7.83:tf11.56:p0.0175:tok-1;30:x0.023:y-0.352:f11.02:tf11.56:p0.0228:tok-1;45:x0.024:y-0.227:f13.03:tf11.56:p0.0237:tok-1;60:x0.025:y-0.075:f12.20:tf11.56:p0.0247:tok-1;75:x0.026:y0.083:f15.12:tf11.56:p0.0165:tok-1;90:x0.026:y0.222:f15.32:tf16.47:p0.0171:tok-1;95:x0.026:y0.258:f15.06:tf16.47:p0.0168:tok-1
risk_averse_impedance,combined_extreme_stress,6,2000,0.50,0,0.86458,3.43543,2.26993,0.20859,1.10961,0.02097,0.00000,0.00000,0.06024,5,5,0.41382,-0.07352,0.58326,875.13804,0.32072,0,0:x-0.120:y-0.430:f0.68:tf11.56:p0.0000:tok-1;15:x0.011:y-0.429:f6.66:tf11.56:p0.0106:tok-1;30:x0.020:y-0.393:f10.26:tf11.56:p0.0197:tok-1;45:x0.020:y-0.317:f8.51:tf11.56:p0.0205:tok-1;60:x0.021:y-0.212:f9.35:tf11.56:p0.0209:tok-1;75:x0.022:y-0.089:f11.19:tf11.56:p0.0131:tok-1;90:x0.025:y0.031:f15.10:tf16.47:p0.0164:tok-1;95:x0.025:y0.065:f14.48:tf16.47:p0.0163:tok-1
conformal_safety_gain,combined_extreme_stress,6,2000,0.50,1,0.89583,2.70049,1.73967,0.16397,1.28789,0.02619,0.00000,0.56977,0.06977,6,5,0.58026,-0.14002,0.80421,892.66726,0.32087,0,0:x-0.108:y-0.426:f0.19:tf11.56:p0.0000:tok-1;15:x0.015:y-0.420:f8.79:tf11.56:p0.0152:tok-1;30:x0.023:y-0.350:f10.39:tf11.56:p0.0228:tok-1;45:x0.025:y-0.226:f8.41:tf11.56:p0.0249:tok-1;60:x0.026:y-0.077:f12.06:tf11.56:p0.0257:tok-1;75:x0.023:y0.079:f12.13:tf11.56:p0.0140:tok-1;90:x0.025:y0.219:f14.65:tf16.47:p0.0162:tok-1;95:x0.025:y0.255:f14.59:tf16.47:p0.0163:tok-1
impedance_token_policy_v4,combined_extreme_stress,6,2000,0.50,0,0.90625,2.16963,1.48738,0.13173,1.20491,0.02521,0.00000,0.47126,0.12644,11,5,0.76497,-0.08797,0.73530,884.60279,0.32077,65,0:x-0.115:y-0.427:f0.59:tf11.56:p0.0000:tok1;15:x0.022:y-0.421:f10.85:tf11.56:p0.0222:tok7;30:x0.024:y-0.355:f10.97:tf11.56:p0.0237:tok6;45:x0.023:y-0.238:f11.56:tf11.56:p0.0233:tok4;60:x0.023:y-0.108:f11.21:tf11.56:p0.0230:tok4;75:x0.023:y0.022:f12.87:tf11.56:p0.0140:tok4;90:x0.027:y0.152:f15.76:tf16.47:p0.0178:tok7;95:x0.028:y0.194:f17.58:tf16.47:p0.0194:tok4
impedance_token_policy_v5,combined_extreme_stress,6,2000,0.50,0,0.90625,2.86144,2.48841,0.17374,1.28544,0.02187,0.00000,0.31034,0.06897,6,5,0.75696,-0.10937,0.69072,879.10283,0.32085,43,0:x-0.117:y-0.426:f1.28:tf11.56:p0.0000:tok1;15:x0.020:y-0.420:f9.54:tf11.56:p0.0198:tok7;30:x0.022:y-0.364:f10.56:tf11.56:p0.0219:tok6;45:x0.020:y-0.268:f12.44:tf11.56:p0.0205:tok4;60:x0.020:y-0.148:f9.27:tf11.56:p0.0205:tok4;75:x0.022:y-0.011:f11.73:tf11.56:p0.0129:tok4;90:x0.025:y0.122:f14.00:tf16.47:p0.0161:tok4;95:x0.025:y0.157:f13.68:tf16.47:p0.0161:tok5
oracle_impedance,combined_extreme_stress,6,2000,0.50,1,0.91667,1.72947,0.98238,0.10501,1.30338,0.02591,0.00000,0.55682,0.06818,6,5,0.69371,-0.13475,0.82110,872.14009,0.32068,0,0:x-0.105:y-0.422:f0.38:tf11.56:p0.0000:tok-1;15:x0.024:y-0.411:f11.84:tf11.56:p0.0244:tok-1;30:x0.025:y-0.333:f12.53:tf11.56:p0.0254:tok-1;45:x0.026:y-0.200:f11.55:tf11.56:p0.0255:tok-1;60:x0.025:y-0.046:f11.69:tf11.56:p0.0252:tok-1;75:x0.022:y0.108:f12.02:tf11.56:p0.0135:tok-1;90:x0.028:y0.238:f17.79:tf16.47:p0.0188:tok-1;95:x0.028:y0.270:f16.80:tf16.47:p0.0188:tok-1
gain_scheduled_impedance,combined_extreme_stress,6,2001,0.50,1,0.90625,1.95121,1.06645,0.12172,1.39889,0.02225,0.00000,0.58621,0.09195,8,5,0.68168,-0.09482,0.83256,972.12787,0.38365,0,0:x-0.112:y-0.421:f0.00:tf11.25:p0.0000:tok-1;15:x0.022:y-0.414:f11.52:tf11.25:p0.0216:tok-1;30:x0.021:y-0.341:f10.66:tf11.25:p0.0212:tok-1;45:x0.022:y-0.212:f15.74:tf11.25:p0.0217:tok-1;60:x0.022:y-0.056:f12.34:tf11.25:p0.0128:tok-1;75:x0.021:y0.101:f12.02:tf11.25:p0.0118:tok-1;90:x0.024:y0.245:f15.90:tf16.03:p0.0154:tok-1;95:x0.025:y0.280:f16.99:tf16.03:p0.0159:tok-1
adaptive_impedance_control,combined_extreme_stress,6,2001,0.50,1,0.92708,2.15781,1.12366,0.13461,1.44424,0.02547,0.00000,0.56180,0.12360,11,5,0.94004,-0.17942,0.81290,970.81275,0.38358,0,0:x-0.118:y-0.432:f0.34:tf11.25:p0.0000:tok-1;15:x0.024:y-0.421:f12.21:tf11.25:p0.0238:tok-1;30:x0.021:y-0.348:f12.08:tf11.25:p0.0212:tok-1;45:x0.020:y-0.221:f10.10:tf11.25:p0.0198:tok-1;60:x0.023:y-0.068:f15.66:tf11.25:p0.0142:tok-1;75:x0.021:y0.086:f12.55:tf11.25:p0.0119:tok-1;90:x0.025:y0.228:f17.23:tf16.03:p0.0161:tok-1;95:x0.025:y0.263:f16.69:tf16.03:p0.0161:tok-1
robust_mpc_impedance,combined_extreme_stress,6,2001,0.50,0,0.85417,2.94635,1.89831,0.18380,1.19947,0.01941,0.00000,0.37805,0.09756,8,5,0.33507,-0.02095,0.65799,967.47066,0.38366,0,0:x-0.107:y-0.431:f0.29:tf11.25:p0.0000:tok-1;15:x0.008:y-0.430:f6.00:tf11.25:p0.0078:tok-1;30:x0.018:y-0.388:f10.97:tf11.25:p0.0185:tok-1;45:x0.019:y-0.297:f10.52:tf11.25:p0.0186:tok-1;60:x0.020:y-0.177:f11.18:tf11.25:p0.0115:tok-1;75:x0.020:y-0.044:f11.94:tf11.25:p0.0109:tok-1;90:x0.024:y0.091:f15.76:tf16.03:p0.0149:tok-1;95:x0.024:y0.129:f16.26:tf16.03:p0.0151:tok-1
learned_gain_regressor,combined_extreme_stress,6,2001,0.50,1,0.90625,2.23204,1.53288,0.13924,1.32866,0.02253,0.00000,0.58621,0.10345,9,5,0.61546,-0.15054,0.81372,972.51875,0.38368,0,0:x-0.112:y-0.433:f0.67:tf11.25:p0.0000:tok-1;15:x0.020:y-0.426:f11.56:tf11.25:p0.0200:tok-1;30:x0.019:y-0.346:f10.59:tf11.25:p0.0193:tok-1;45:x0.020:y-0.209:f10.74:tf11.25:p0.0198:tok-1;60:x0.021:y-0.053:f11.60:tf11.25:p0.0117:tok-1;75:x0.020:y0.097:f10.64:tf11.25:p0.0106:tok-1;90:x0.024:y0.231:f15.59:tf16.03:p0.0146:tok-1;95:x0.024:y0.264:f15.46:tf16.03:p0.0148:tok-1
random_forest_gain_regressor,combined_extreme_stress,6,2001,0.50,1,0.88542,2.68852,1.58417,0.16771,1.43617,0.02181,0.00000,0.54118,0.11765,10,5,0.65956,-0.17794,0.78205,973.24933,0.38359,0,0:x-0.123:y-0.433:f0.00:tf11.25:p0.0000:tok-1;15:x0.015:y-0.428:f9.29:tf11.25:p0.0151:tok-1;30:x0.021:y-0.365:f11.40:tf11.25:p0.0207:tok-1;45:x0.021:y-0.250:f12.35:tf11.25:p0.0214:tok-1;60:x0.023:y-0.106:f15.64:tf11.25:p0.0137:tok-1;75:x0.021:y0.049:f13.57:tf11.25:p0.0121:tok-1;90:x0.025:y0.198:f16.32:tf16.03:p0.0164:tok-1;95:x0.025:y0.236:f16.98:tf16.03:p0.0164:tok-1
hist_gradient_gain_regressor,combined_extreme_stress,6,2001,0.50,1,0.89583,2.75111,1.72750,0.17162,1.36274,0.02091,0.00000,0.56977,0.09302,8,5,0.60226,-0.15525,0.79363,972.04201,0.38345,0,0:x-0.112:y-0.434:f0.00:tf11.25:p0.0000:tok-1;15:x0.015:y-0.427:f9.22:tf11.25:p0.0150:tok-1;30:x0.020:y-0.350:f10.77:tf11.25:p0.0203:tok-1;45:x0.020:y-0.222:f9.79:tf11.25:p0.0200:tok-1;60:x0.023:y-0.073:f15.17:tf11.25:p0.0139:tok-1;75:x0.021:y0.074:f12.29:tf11.25:p0.0124:tok-1;90:x0.026:y0.211:f18.47:tf16.03:p0.0172:tok-1;95:x0.026:y0.246:f19.21:tf16.03:p0.0174:tok-1
ensemble_uncertainty_gain,combined_extreme_stress,6,2001,0.50,1,0.88542,2.50031,1.51896,0.15597,1.33514,0.02149,0.00000,0.56471,0.09412,8,5,0.57305,-0.14307,0.79098,970.97570,0.38369,0,0:x-0.111:y-0.421:f0.59:tf11.25:p0.0000:tok-1;15:x0.013:y-0.417:f7.14:tf11.25:p0.0129:tok-1;30:x0.020:y-0.351:f11.30:tf11.25:p0.0202:tok-1;45:x0.021:y-0.228:f11.97:tf11.25:p0.0214:tok-1;60:x0.022:y-0.079:f12.95:tf11.25:p0.0129:tok-1;75:x0.020:y0.070:f10.54:tf11.25:p0.0108:tok-1;90:x0.024:y0.209:f15.55:tf16.03:p0.0146:tok-1;95:x0.024:y0.244:f14.91:tf16.03:p0.0148:tok-1
risk_averse_impedance,combined_extreme_stress,6,2001,0.50,0,0.86458,3.12199,2.22498,0.19475,1.06780,0.01793,0.00000,0.00000,0.04819,4,5,0.43715,-0.09028,0.56338,972.81776,0.38348,0,0:x-0.131:y-0.434:f0.05:tf11.25:p0.0000:tok-1;15:x0.008:y-0.434:f6.01:tf11.25:p0.0083:tok-1;30:x0.017:y-0.399:f9.18:tf11.25:p0.0172:tok-1;45:x0.018:y-0.322:f8.65:tf11.25:p0.0176:tok-1;60:x0.020:y-0.218:f11.16:tf11.25:p0.0108:tok-1;75:x0.019:y-0.103:f11.95:tf11.25:p0.0103:tok-1;90:x0.023:y0.014:f15.30:tf16.03:p0.0136:tok-1;95:x0.023:y0.048:f15.05:tf16.03:p0.0138:tok-1
